,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
260,3,1.0,1660,4400.0,1.5,0,0,3,8,1460,200,1911,0,98112,47.6362,-122.302,1660,4400.0,780000
261,3,1.75,1270,8470.0,1.0,0,0,4,7,1270,0,1960,0,98198,47.4207,-122.29,1600,8470.0,237000
263,2,1.0,770,5040.0,1.0,0,0,3,5,770,0,1930,0,98144,47.5964,-122.299,1330,2580.0,425000
264,1,0.75,760,10079.0,1.0,1,4,5,5,760,0,1936,0,98070,47.4683,-122.438,1230,14267.0,369900
265,4,2.5,1700,7280.0,2.0,0,0,4,7,1700,0,1988,0,98031,47.4045,-122.171,1950,7475.0,290000
266,3,1.0,1120,10701.0,1.0,0,0,3,7,1120,0,1954,0,98106,47.5544,-122.358,1130,6350.0,285000
267,2,1.0,1070,4500.0,1.0,0,0,3,7,1070,0,1937,0,98115,47.6802,-122.29,1320,4465.0,415000
268,3,2.5,2070,9900.0,1.0,0,0,3,8,1420,650,1979,0,98023,47.2988,-122.371,2070,8250.0,272500
271,2,1.0,1040,7538.0,1.0,0,0,4,7,1040,0,1939,0,98133,47.7107,-122.352,1440,7530.0,436000
272,3,1.0,1700,11390.0,1.0,0,0,4,7,1700,0,1967,0,98003,47.3271,-122.323,1350,8164.0,210000
273,3,1.0,1300,5898.0,1.0,0,0,3,7,1300,0,1961,0,98178,47.5053,-122.255,1320,7619.0,236000
274,3,1.75,1080,1306.0,1.0,0,0,3,7,580,500,1954,2003,98199,47.6601,-122.4,1440,2225.0,331000
275,3,2.5,2653,4510.0,2.0,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927.0,365000
276,3,2.0,2290,16258.0,1.0,0,0,5,8,2290,0,1960,0,98058,47.4672,-122.165,1660,10530.0,450000
279,3,1.75,2390,6000.0,1.0,0,0,3,6,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000.0,405000
280,4,1.75,2600,11325.0,1.0,0,0,4,7,1610,990,1969,0,98031,47.3954,-122.206,1720,11088.0,304900
281,2,1.0,860,5265.0,1.0,0,0,3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775.0,170000
282,5,3.0,3830,8480.0,2.0,0,1,5,9,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556.0,2050000
283,4,2.5,3500,7048.0,2.0,0,0,3,9,3500,0,2005,0,98053,47.6811,-122.025,3920,7864.0,780000
284,3,3.0,2420,13959.0,1.0,0,0,4,8,1740,680,1988,0,98028,47.7486,-122.23,2570,13300.0,330000
285,4,2.5,2720,8666.0,2.0,0,0,3,9,2720,0,1992,0,98030,47.3846,-122.169,2410,8100.0,370000
286,5,2.25,2500,13500.0,1.0,0,0,3,7,1850,650,1979,0,98072,47.7564,-122.144,2300,9750.0,467000
287,3,1.75,1670,6720.0,1.0,0,0,3,7,1140,530,1980,0,98034,47.7198,-122.193,1670,7320.0,405000
288,5,2.25,2900,10300.0,1.0,0,0,3,8,1450,1450,1985,0,98006,47.5461,-122.151,2310,10300.0,675000
289,2,1.0,1640,14100.0,1.0,0,0,4,7,1140,500,1954,0,98006,47.5712,-122.143,1520,13527.0,500000
290,4,2.5,1890,15770.0,2.0,0,0,4,7,1890,0,1968,0,98166,47.4281,-122.343,2410,15256.0,389999
291,4,1.75,2950,9025.0,1.0,0,2,4,8,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600.0,630000
292,4,2.5,2160,9528.0,2.0,0,0,3,9,2160,0,1992,0,98001,47.3341,-122.255,2280,9937.0,360000
293,4,3.0,3280,11060.0,2.0,0,0,3,8,2270,1010,1986,0,98056,47.5399,-122.181,2320,11004.0,580000
294,3,2.0,1970,4166.0,2.0,0,3,5,8,1270,700,1929,0,98126,47.5717,-122.375,2390,4166.0,550000
296,3,2.0,1320,8959.0,1.0,0,0,3,7,1320,0,1993,0,98042,47.3536,-122.144,1740,7316.0,265000
297,3,2.5,2650,7286.0,2.0,0,0,3,8,2650,0,1990,0,98059,47.5084,-122.154,2400,7220.0,446500
298,3,1.5,2030,8880.0,1.0,0,0,3,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592.0,404000
299,3,1.75,1590,11914.0,1.0,0,2,3,7,1090,500,1957,0,98188,47.4427,-122.274,1630,9052.0,267500
301,3,2.5,2440,7632.0,2.0,0,0,3,8,2440,0,1998,0,98003,47.3494,-122.301,2510,7903.0,335000
302,3,2.5,1940,9000.0,1.0,0,0,4,7,970,970,1948,0,98117,47.6933,-122.393,2190,7310.0,576000
303,3,2.5,2040,3810.0,2.0,0,0,3,8,2040,0,2006,0,98038,47.3537,-122.0,2370,4590.0,208633
304,3,2.25,2200,8750.0,1.0,0,0,4,7,1120,1080,1964,0,98166,47.476,-122.337,1460,10139.0,315000
305,3,1.75,1920,3300.0,1.0,0,0,4,8,960,960,1913,0,98112,47.6239,-122.298,1740,4000.0,725000
306,4,2.75,1800,7750.0,1.0,0,0,4,8,1400,400,1965,0,98177,47.7776,-122.384,1800,8275.0,550000
307,4,2.25,2180,7297.0,2.0,0,0,3,8,2180,0,1984,0,98074,47.6459,-122.058,2250,9781.0,610750
308,2,1.0,1010,5000.0,1.5,0,0,4,6,1010,0,1908,0,98105,47.6692,-122.297,1460,5000.0,550700
309,4,2.75,3320,10574.0,2.0,0,0,5,8,2220,1100,1960,0,98056,47.5376,-122.18,2720,8330.0,665000
310,4,2.5,2370,4000.0,1.5,0,2,5,8,1980,390,1928,0,98144,47.601,-122.294,2440,5750.0,834000
312,5,2.5,3650,9050.0,2.0,0,4,5,10,3370,280,1921,0,98119,47.6345,-122.367,2880,5400.0,2380000
313,4,3.25,4290,12103.0,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244.0,1380000
314,4,3.25,4290,12103.0,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244.0,1400000
315,4,2.25,1950,7700.0,1.0,0,0,3,8,1350,600,1979,0,98058,47.4441,-122.125,2150,7350.0,305000
316,3,2.0,2590,14052.0,1.0,0,0,5,8,1720,870,1948,0,98133,47.7357,-122.333,1570,8162.0,487000
318,2,1.0,1470,3864.0,1.0,0,0,4,7,1170,300,1916,0,98103,47.6638,-122.345,1570,3864.0,548000
319,4,1.0,800,8775.0,1.0,0,0,3,6,800,0,1943,0,98166,47.48,-122.336,1310,8775.0,268750
320,5,2.75,3150,7119.0,2.0,0,0,3,9,3150,0,2013,0,98052,47.6759,-122.151,1560,8384.0,819900
322,3,2.0,1450,11204.0,1.0,0,0,3,7,1450,0,2003,0,98001,47.2639,-122.252,1520,9518.0,230000
323,3,1.75,1510,10248.0,1.0,0,0,3,7,1510,0,1969,0,98023,47.2929,-122.371,1510,9753.0,240000
324,2,1.0,1240,12092.0,1.0,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460.0,232000
325,2,1.0,1240,12092.0,1.0,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460.0,240500
327,4,2.0,2050,4400.0,1.5,0,0,4,9,2050,0,1922,0,98102,47.644,-122.319,2320,5500.0,740000
328,3,1.0,1000,7636.0,1.0,0,0,2,7,1000,0,1952,0,98166,47.472,-122.344,1150,7600.0,186375
329,3,2.25,2370,10289.0,1.0,0,0,4,9,1590,780,1977,0,98005,47.592,-122.166,2500,10004.0,790000
330,4,3.5,2800,6750.0,2.0,0,0,3,9,1890,910,1951,2002,98105,47.669,-122.275,2370,6120.0,880000
331,6,1.75,2240,11180.0,2.0,0,0,4,7,2240,0,1955,0,98198,47.42,-122.323,1590,7955.0,279000
332,3,2.0,1810,10530.0,1.0,0,2,3,8,1810,0,1991,0,98022,47.1913,-122.012,1910,10450.0,295000
333,2,1.0,1070,5000.0,1.0,0,0,3,7,1070,0,1924,0,98103,47.6666,-122.331,1710,5000.0,640000
334,4,2.0,2490,9525.0,2.0,0,0,5,9,2490,0,1968,0,98040,47.5639,-122.217,2770,9525.0,940000
335,4,2.5,1960,5238.0,2.0,0,0,3,7,1960,0,2003,0,98038,47.3483,-122.052,1800,5894.0,260000
336,3,2.75,2930,5569.0,1.0,0,0,3,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045.0,559900
337,4,2.0,1510,3500.0,1.5,0,0,5,7,1510,0,1911,0,98103,47.6794,-122.357,1820,3750.0,791500
338,3,1.75,1420,8250.0,1.0,0,0,3,7,1420,0,1954,0,98133,47.7535,-122.354,1740,8000.0,265000
341,4,3.5,3040,8414.0,2.0,0,0,3,9,2420,620,2010,0,98059,47.5222,-122.157,3470,8066.0,684000
342,3,1.75,2500,6840.0,1.0,0,0,3,8,1300,1200,1957,0,98125,47.7222,-122.32,1580,8691.0,425000
344,4,2.5,2580,5823.0,2.0,0,0,3,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823.0,552250
345,4,1.0,1000,7134.0,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138.0,165000
346,4,1.0,1000,7134.0,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138.0,239900
348,3,2.0,1390,13464.0,1.0,0,0,4,7,1390,0,1987,0,98030,47.3581,-122.173,1720,12080.0,206600
349,4,1.75,2500,7690.0,1.0,0,0,3,7,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646.0,387000
351,4,2.75,2270,10460.0,2.0,0,0,3,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180.0,855000
352,3,1.0,1900,14400.0,1.0,0,0,4,7,1300,600,1954,0,98166,47.4147,-122.337,1940,14400.0,315000
353,2,1.0,990,3120.0,1.0,0,2,5,7,790,200,1907,0,98103,47.68,-122.353,1930,3120.0,437500
355,4,1.75,2200,7475.0,1.0,0,0,5,7,1100,1100,1955,0,98118,47.543,-122.28,1600,5766.0,375000
356,4,2.5,1910,4862.0,2.0,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091.0,300000
357,4,1.0,1750,9600.0,1.5,0,0,4,7,1750,0,1954,0,98006,47.5759,-122.137,1750,10530.0,420000
359,3,2.5,2440,5750.0,2.0,0,2,3,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750.0,679900
361,5,2.5,2760,11340.0,2.0,0,0,4,9,2760,0,1978,0,98059,47.4769,-122.141,2470,11340.0,380000
362,4,2.5,1820,7912.0,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.029,1820,8168.0,329500
363,3,2.5,2110,5608.0,1.0,0,0,3,8,1340,770,2013,0,98033,47.6743,-122.184,2040,9363.0,604950
364,5,2.5,3040,9570.0,1.0,0,2,4,8,1640,1400,1966,0,98006,47.5651,-122.164,2920,8800.0,795000
366,4,2.5,2990,10400.0,2.0,0,0,3,9,2990,0,2002,0,98166,47.4508,-122.359,2140,17449.0,673000
369,4,3.0,2090,7500.0,1.0,0,0,3,7,1370,720,1986,0,98056,47.4888,-122.182,1810,7650.0,338000
370,3,2.25,1430,7222.0,2.0,0,0,3,7,1430,0,1993,0,98056,47.5112,-122.19,1430,7220.0,280000
371,4,2.25,2180,10754.0,1.0,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929.0,315000
372,4,2.25,2180,10754.0,1.0,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929.0,530000
373,5,3.0,3450,9914.0,2.0,0,0,3,9,3450,0,2004,0,98023,47.2813,-122.345,2860,9721.0,380000
374,3,2.25,1450,7562.0,2.0,0,0,3,7,1450,0,1994,0,98056,47.5038,-122.189,1650,7625.0,297000
375,4,2.5,3230,7331.0,2.0,0,0,3,10,3230,0,2004,0,98075,47.5823,-121.97,3480,7447.0,730000
376,3,1.75,1640,13500.0,1.0,0,0,3,7,1110,530,1940,0,98125,47.7164,-122.304,1770,12600.0,450000
377,3,3.0,1590,7750.0,1.0,0,0,3,7,1060,530,1997,0,98038,47.3624,-122.045,1680,7500.0,275000
378,4,2.0,2020,2849.0,2.0,0,0,3,7,2020,0,1960,0,98115,47.6831,-122.329,1910,3120.0,595000
379,3,1.5,1300,3348.0,1.5,0,0,3,7,1300,0,1904,2014,98144,47.592,-122.307,1590,2577.0,435000
381,3,3.0,4040,14338.0,2.0,0,0,3,10,3030,1010,1986,0,98077,47.7268,-122.06,3360,14142.0,950000
382,4,2.25,2130,5337.0,2.0,0,0,3,7,2130,0,2001,0,98019,47.7237,-121.959,2300,6930.0,389000
383,4,2.25,2550,7800.0,1.0,0,0,3,8,1580,970,1968,0,98052,47.6283,-122.095,2420,8050.0,560000
385,4,2.25,2510,11585.0,2.0,0,0,4,8,2510,0,1969,0,98040,47.5483,-122.226,2450,9691.0,799000
386,3,2.0,1410,9600.0,1.0,0,0,4,7,1410,0,1983,0,98072,47.7591,-122.146,1410,9600.0,365500
387,3,2.0,1650,7352.0,1.0,0,0,3,7,1160,490,1979,0,98058,47.4612,-122.169,1710,7350.0,252350
388,4,2.5,2120,13780.0,2.0,0,0,3,8,2120,0,1993,0,98146,47.4987,-122.365,1880,12000.0,403950
389,4,1.5,2040,10726.0,1.0,0,0,3,7,1380,660,1954,0,98177,47.772,-122.358,1610,10020.0,385000
390,4,1.0,1550,7620.0,1.5,0,0,3,7,1550,0,1957,0,98106,47.5287,-122.35,1450,7620.0,345000
391,3,2.75,1980,3128.0,2.0,0,0,4,9,1980,0,1979,0,98008,47.6109,-122.114,1950,2856.0,490000
393,4,2.75,3300,12090.0,2.0,0,0,3,8,3300,0,1953,0,98004,47.6294,-122.218,3180,12239.0,927000
394,4,2.5,3840,16619.0,2.0,0,1,4,10,3840,0,1983,0,98040,47.5634,-122.213,3600,16553.0,1120000
395,2,1.0,1220,10000.0,1.0,0,0,5,7,1220,0,1950,0,98028,47.7405,-122.241,2000,9600.0,330000
396,5,2.25,2720,8800.0,1.0,0,0,4,7,1500,1220,1958,0,98008,47.5976,-122.118,2110,8800.0,530000
398,3,2.5,2160,3000.0,1.5,0,0,3,7,1260,900,1909,2011,98118,47.5644,-122.289,1060,3500.0,378750
399,4,1.75,1530,8750.0,1.5,0,0,4,7,1530,0,1968,0,98058,47.4556,-122.157,1390,8750.0,269900
400,3,3.5,1710,2096.0,2.0,0,0,3,8,1290,420,2008,0,98122,47.6055,-122.305,1630,1543.0,557000
401,4,1.75,3730,16980.0,1.0,0,0,4,7,2150,1580,1974,0,98022,47.1775,-122.022,1880,16963.0,360000
402,2,1.0,940,5000.0,1.0,0,0,4,7,940,0,1937,0,98117,47.6879,-122.385,1560,4500.0,352000
404,4,2.5,1820,6753.0,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.032,1820,7107.0,322500
405,3,3.25,1510,2000.0,2.0,0,0,3,9,1330,180,2001,0,98116,47.5815,-122.402,1510,1352.0,650000
406,3,2.0,1290,1213.0,3.0,0,0,3,8,1290,0,2001,0,98103,47.6609,-122.344,1290,3235.0,450000
407,3,2.0,1570,5250.0,1.0,0,0,3,7,1570,0,1998,0,98092,47.3163,-122.188,1570,5250.0,278500
408,4,2.5,1930,6957.0,2.0,0,0,3,8,1930,0,1995,0,98055,47.4309,-122.191,2090,6996.0,364950
410,3,2.5,1550,8134.0,2.0,0,0,3,7,1550,0,1991,0,98031,47.404,-122.191,1550,8134.0,268000
413,3,2.5,2000,7251.0,2.0,0,0,3,9,2000,0,1995,0,98034,47.7067,-122.2,2450,8118.0,577500
414,4,1.5,2390,7480.0,1.5,0,2,3,7,2390,0,1920,0,98178,47.504,-122.227,2850,6867.0,339000
417,4,2.25,2200,9351.0,1.0,0,0,5,7,1290,910,1962,0,98133,47.7448,-122.333,1910,8660.0,423000
418,3,2.25,1860,5028.0,2.0,0,0,3,8,1860,0,2012,0,98019,47.7318,-121.982,2320,5465.0,355000
420,2,1.0,950,3960.0,1.0,0,0,3,7,950,0,1941,0,98103,47.6885,-122.337,1320,4050.0,482000
421,3,1.75,1600,9135.0,1.0,0,0,5,7,1600,0,1955,0,98006,47.5724,-122.179,1580,9800.0,625000
422,3,2.5,2250,11632.0,2.0,0,0,3,8,2250,0,1988,0,98056,47.5272,-122.169,2360,11632.0,538000
423,3,2.5,2280,10255.0,2.0,0,0,4,8,2280,0,1985,0,98058,47.4334,-122.161,2310,10094.0,380000
424,2,1.0,940,5120.0,1.0,0,0,3,7,940,0,1909,0,98122,47.6073,-122.308,1300,5120.0,375000
425,3,2.5,1530,8500.0,1.0,0,0,5,7,1030,500,1996,0,98038,47.3592,-122.046,1850,8140.0,245000
427,3,2.0,2350,15021.0,1.0,0,0,4,8,1770,580,1976,0,98004,47.6408,-122.219,3530,15715.0,1300000
428,4,2.0,1440,7680.0,1.0,0,0,3,7,1200,240,1971,0,98034,47.7245,-122.2,1460,9660.0,397000
429,3,2.5,2200,4052.0,2.0,0,0,3,8,2200,0,2005,0,98058,47.4362,-122.178,2310,5082.0,365000
430,4,3.0,2290,8250.0,2.0,0,0,3,9,2290,0,1990,0,98042,47.3739,-122.156,2290,8250.0,328500
432,4,2.5,2610,3277.0,1.5,0,0,5,8,1920,690,1922,0,98103,47.6636,-122.33,1810,3277.0,1000000
433,3,2.5,1490,2138.0,2.0,0,0,3,7,1490,0,2005,0,98055,47.4324,-122.197,1490,2094.0,237000
434,4,2.5,2450,5280.0,2.0,0,0,3,8,2450,0,2003,0,98011,47.7734,-122.224,2300,4674.0,525000
435,4,2.5,1710,9627.0,1.0,0,0,3,9,1440,270,1976,2014,98006,47.559,-122.164,2140,9131.0,749000
436,5,2.5,4870,11800.0,2.0,0,0,3,10,3470,1400,1983,0,98074,47.633,-122.041,3180,11398.0,722500
437,3,2.5,3130,8750.0,2.0,0,0,3,10,3130,0,1991,0,98052,47.6954,-122.103,2860,9003.0,843000
438,2,2.0,1270,1372.0,3.0,0,0,3,8,1270,0,2000,0,98115,47.6776,-122.318,1610,3090.0,438000
439,3,1.75,2120,10875.0,1.0,0,2,3,8,1540,580,1977,0,98146,47.504,-122.382,2460,11760.0,578000
440,3,1.5,1670,8230.0,1.0,0,0,5,7,1670,0,1954,0,98001,47.2613,-122.255,2077,4910.0,227950
441,3,2.25,2070,11576.0,2.0,0,0,3,7,2070,0,1974,0,98001,47.3417,-122.271,1890,7519.0,196000
442,2,1.0,1420,5332.0,1.0,0,0,3,8,1070,350,1953,0,98105,47.6694,-122.275,2400,5406.0,641000
444,3,1.0,940,7980.0,1.0,0,0,4,7,940,0,1960,0,98032,47.3838,-122.289,1150,8050.0,205000
445,3,1.75,1920,9102.0,1.0,0,0,3,7,1920,0,1968,0,98072,47.7487,-122.082,1920,9760.0,400000
446,3,2.5,3545,9816.0,1.0,0,0,3,10,2610,935,2005,0,98027,47.5534,-122.078,3630,7704.0,1030000
447,3,2.0,1260,5460.0,1.0,0,0,3,7,1260,0,1972,0,98034,47.7355,-122.18,1510,5460.0,505000
448,5,2.5,2340,7200.0,1.0,0,0,3,7,1300,1040,1975,0,98034,47.7206,-122.211,1930,7221.0,475000
449,3,2.25,2590,9263.0,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450.0,520000
451,3,1.75,1220,9732.0,1.0,0,0,3,7,1220,0,1965,0,98011,47.7736,-122.214,1630,10007.0,333500
452,3,1.0,1400,10403.0,1.0,0,0,4,6,1400,0,1976,0,98038,47.362,-122.029,1230,10209.0,232000
453,3,2.75,2360,16117.0,1.0,0,0,4,8,1710,650,1983,0,98006,47.5698,-122.121,2120,16117.0,691100
454,3,1.75,1870,9897.0,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005.0,811000
455,3,2.5,2830,5802.0,2.0,0,0,3,9,2830,0,2001,0,98028,47.7605,-122.234,2500,5788.0,551000
456,3,2.5,2260,3640.0,2.0,0,0,3,8,2260,0,1994,0,98072,47.7356,-122.157,2350,3710.0,496500
458,4,2.5,3140,9225.0,1.0,0,2,5,9,1770,1370,1966,0,98055,47.4904,-122.226,2460,9600.0,578000
459,3,1.75,1240,8659.0,1.0,0,0,5,7,1240,0,1986,0,98042,47.3663,-122.089,1490,8223.0,255000
460,4,3.5,3450,7832.0,2.0,0,0,3,10,3450,0,2007,0,98006,47.5637,-122.123,3220,8567.0,1050000
461,3,2.25,2570,8491.0,2.0,0,0,4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049.0,348000
462,3,2.0,1510,3413.0,2.0,0,0,3,7,1510,0,1985,0,98031,47.3912,-122.167,1570,3777.0,230000
463,4,2.25,2390,11250.0,2.0,0,0,3,9,2390,0,1988,0,98023,47.3305,-122.371,2480,11250.0,359500
464,3,1.0,980,7000.0,1.0,0,0,3,6,980,0,1953,0,98133,47.7617,-122.357,1220,7000.0,330000
465,1,0.75,430,5050.0,1.0,0,0,2,4,430,0,1912,0,98014,47.6499,-121.909,1200,7500.0,80000
466,3,1.75,1480,6360.0,1.0,0,0,3,7,1480,0,1954,0,98133,47.7311,-122.353,1480,6360.0,465000
467,4,2.5,1850,7324.0,2.0,0,0,3,8,1850,0,1997,0,98042,47.3701,-122.107,2100,7329.0,325000
469,3,2.5,1810,5192.0,2.0,0,0,3,8,1810,0,1993,0,98038,47.3724,-122.042,1810,6200.0,342500
470,2,2.0,1610,17600.0,2.0,0,0,3,6,1610,0,1930,1983,98178,47.4855,-122.266,1310,12950.0,290900
471,3,4.25,3840,6161.0,2.0,0,0,3,10,3840,0,2000,0,98074,47.6336,-122.064,3230,7709.0,868700
472,4,2.75,4110,8400.0,2.0,0,1,3,9,3130,980,1928,2013,98125,47.717,-122.281,2820,8400.0,1200000
473,4,3.25,4190,10259.0,2.0,0,0,3,11,3150,1040,2000,0,98074,47.6332,-122.066,4300,11919.0,1150000
474,4,2.75,3390,6298.0,2.0,0,0,3,9,3390,0,2011,0,98074,47.5906,-122.062,3390,7111.0,859900
475,4,2.25,1890,3006.0,2.0,0,0,3,7,1890,0,2003,0,98029,47.5461,-121.998,1580,3000.0,520000
476,3,2.5,1610,2527.0,2.0,0,2,3,9,1080,530,2005,0,98118,47.5674,-122.29,1610,4173.0,460000
477,3,1.5,1050,4590.0,1.0,0,0,3,7,850,200,1949,0,98115,47.6943,-122.29,1770,5400.0,438924
478,2,1.0,630,6550.0,1.0,0,0,3,5,630,0,1918,0,98126,47.5486,-122.38,1420,6550.0,315000
479,4,2.75,2910,10650.0,1.0,0,2,3,8,1780,1130,1975,0,98033,47.6658,-122.188,2920,10988.0,590000
480,4,1.75,1700,8640.0,1.0,0,0,3,7,850,850,1955,0,98006,47.5772,-122.153,1620,9000.0,378500
481,3,2.5,1950,8130.0,2.0,0,0,4,9,1950,0,1990,0,98042,47.3875,-122.161,2350,7691.0,328500
482,3,3.0,2990,9773.0,2.0,0,0,4,8,2990,0,1973,0,98005,47.6344,-122.174,2230,11553.0,849950
483,3,1.5,1350,6000.0,1.0,0,2,3,7,900,450,1950,0,98136,47.5275,-122.391,1730,6012.0,525000
485,4,2.5,2160,7725.0,1.0,0,0,4,8,1460,700,1978,0,98023,47.3078,-122.378,2060,8250.0,295000
486,6,3.5,4860,11793.0,2.0,0,0,3,11,3860,1000,1998,0,98006,47.5521,-122.137,3600,11793.0,1070000
487,2,2.0,890,5000.0,1.0,0,0,3,6,890,0,1917,0,98118,47.5158,-122.264,1860,5000.0,207950
488,4,2.75,2810,7302.0,2.0,0,0,3,9,2810,0,2002,0,98075,47.5985,-121.977,2820,7302.0,699900
489,5,2.5,3400,9500.0,2.0,0,1,4,8,3400,0,1977,0,98027,47.5645,-122.082,3080,11081.0,1280000
490,4,1.5,1580,7350.0,1.0,0,0,4,7,960,620,1963,0,98052,47.6734,-122.154,1560,7350.0,452000
491,3,2.0,1680,5036.0,1.0,0,1,4,7,1680,0,1987,0,98055,47.4734,-122.186,1680,4921.0,370000
492,3,1.75,1300,11230.0,1.0,0,0,5,7,1300,0,1968,0,98042,47.3811,-122.087,1300,10794.0,232000
493,5,2.5,2820,14062.0,2.0,0,0,4,7,2380,440,1960,0,98034,47.7081,-122.215,1910,10392.0,669950
494,3,2.0,1510,6710.0,1.0,0,0,3,7,1070,440,1972,0,98034,47.7193,-122.216,1660,6600.0,397500
495,2,2.5,1230,1391.0,2.0,0,0,3,8,870,360,2004,0,98112,47.6192,-122.301,1240,1350.0,490000
496,4,2.0,2110,4140.0,2.0,0,0,3,9,1710,400,1925,2003,98116,47.5836,-122.387,1440,4420.0,725000
498,2,1.5,1490,5750.0,1.5,0,0,4,7,1190,300,1900,0,98116,47.5872,-122.39,1590,4025.0,625000
499,3,2.5,2120,4500.0,2.0,0,0,3,7,2120,0,2000,0,98065,47.5322,-121.88,2530,4816.0,437500
500,4,2.5,3180,5438.0,2.0,0,0,3,9,3180,0,2003,0,98065,47.5416,-121.864,3030,5335.0,650000
501,2,1.0,1490,3825.0,1.0,0,0,3,7,860,630,1929,0,98117,47.6799,-122.381,1460,3825.0,475000
502,3,2.0,1930,11947.0,1.0,0,0,4,8,1930,0,1966,0,98042,47.3672,-122.151,2200,12825.0,342000
503,4,2.5,2770,7800.0,2.0,0,0,3,10,2770,0,1999,0,98033,47.684,-122.205,2720,10000.0,1200000
504,3,1.5,1670,11610.0,1.0,0,0,4,7,1670,0,1963,0,98055,47.4404,-122.191,1930,10200.0,280000
505,2,1.75,1330,7200.0,1.0,0,0,3,7,1330,0,1993,0,98188,47.4467,-122.281,1450,11682.0,240000
506,3,1.0,1210,3328.0,1.5,0,0,4,7,1210,0,1924,0,98107,47.6729,-122.363,1640,3333.0,529000
507,3,1.0,1190,5100.0,1.0,0,0,4,7,1030,160,1941,0,98136,47.5346,-122.385,1690,5100.0,442000
508,2,1.0,1540,6872.0,1.0,0,0,4,7,820,720,1946,0,98119,47.6454,-122.373,1420,5538.0,615000
509,4,3.75,4030,10800.0,2.0,0,0,3,10,4030,0,2006,0,98033,47.6821,-122.196,2160,7200.0,1490000
510,4,1.75,2430,7559.0,1.0,0,0,4,8,1580,850,1981,0,98052,47.7206,-122.11,1980,8750.0,585000
511,4,2.5,2600,7787.0,2.0,0,0,3,8,2600,0,2005,0,98059,47.4877,-122.139,2830,7787.0,480000
513,4,1.0,1330,8184.0,1.5,0,0,3,7,1330,0,1949,0,98133,47.7343,-122.347,1220,660.0,290000
514,3,1.75,1900,5000.0,1.0,0,0,5,7,950,950,1951,0,98116,47.5789,-122.393,1770,5000.0,615000
515,2,1.0,1100,7680.0,1.0,0,0,4,7,1100,0,1950,0,98133,47.7439,-122.339,1460,7680.0,300000
517,3,2.5,2400,7745.0,2.0,0,0,3,9,2400,0,2001,0,98033,47.6734,-122.173,2080,8615.0,750000
518,4,2.25,4760,8036.0,2.5,0,0,5,9,3390,1370,1916,0,98112,47.6415,-122.285,2950,9323.0,2250000
520,3,1.0,1190,7560.0,1.0,0,0,5,6,1190,0,1958,0,98058,47.452,-122.177,1190,7560.0,288000
521,2,1.0,630,6000.0,1.0,0,0,3,6,630,0,1943,2005,98178,47.4973,-122.221,1470,6840.0,190000
522,5,3.0,2530,5105.0,1.0,0,0,3,8,1520,1010,2005,0,98133,47.7546,-122.341,2290,4011.0,515000
523,4,1.5,1690,11054.0,1.0,0,0,4,5,1690,0,1930,0,98055,47.4667,-122.215,1690,9040.0,235000
524,2,1.0,940,5000.0,1.0,0,0,3,6,940,0,1951,0,98126,47.5186,-122.374,940,5000.0,275000
525,2,2.0,1240,9119.0,1.0,0,0,4,7,1240,0,1952,0,98004,47.6221,-122.193,1380,9121.0,727500
526,4,2.5,3040,6587.0,2.0,0,0,3,7,3040,0,2003,0,98053,47.683,-122.039,2740,6587.0,650000
528,4,1.0,1590,7085.0,1.5,0,0,3,6,1590,0,1944,0,98125,47.7315,-122.305,1320,7085.0,365000
